id,name,category,subcategory,tags,brand,price,originalPrice,discount,rating,reviewCount,stock,image,deliveryDays,isPrime,sizes,colors
126,Kiehl's Ultra Facial Cream - Beige (1),beauty,moisturizer,moisturizer|hydrating|beige,Kiehl's,38.88,41.18,6,4.2,14623,10,https://picsum.photos/seed/kiehl's-moisturizer-126/800/1000,3,True,,Purple
127,Everlane Organic Cotton Box-Cut Tee - Beige (3),women,tops,basics|cotton|beige,Everlane,31.91,42.93,26,4.1,1758,150,https://picsum.photos/seed/everlane-tops-127/800/1000,6,True,XXL|XL|M|XS|L|S,Purple
128,Birkenstock Arizona EVA - Green (3),footwear,sandals,sandals|summer|green,Birkenstock,49.18,55.14,11,4.2,15908,67,https://picsum.photos/seed/birkenstock-sandals-128/800/1000,2,True,7|12|8|10|6,Blue|Grey|Brown
129,Oakley Holbrook Prizm - Pink (3),accessories,sunglasses,prizm|sport|pink,Oakley,150.93,171.35,12,4.3,12000,480,https://picsum.photos/seed/oakley-sunglasses-129/800/1000,3,True,,Navy
130,Carter's 2-Piece Pajama Set - Black (2),kids,sleepwear,pajamas|soft|black,Carter's,23.85,30.44,22,4.5,14031,333,https://picsum.photos/seed/carter's-sleepwear-130/800/1000,3,True,2Y|13C|1Y|12C|3Y|11C,Purple|Beige
131,Nike Air Force 1 '07 - Blue (3),footwear,sneakers,sneakers|leather|heritage|blue,Nike,122.43,143.92,15,4.8,6250,56,https://picsum.photos/seed/nike-sneakers-131/800/1000,6,True,10|9|12|7,Brown
132,Nike Air Force 1 '07 - Black (2),footwear,sneakers,sneakers|leather|heritage|black,Nike,103.39,126.88,19,4.5,13118,64,https://picsum.photos/seed/nike-sneakers-132/800/1000,6,True,8|7|6|12|9|10,Navy|Grey|Red
133,Nike Air Force 1 '07 - Red (4),footwear,sneakers,sneakers|leather|heritage|red,Nike,106.1,117.02,9,4.5,16246,357,https://picsum.photos/seed/nike-sneakers-133/800/1000,2,True,12|8|11|6|10|9,Brown
134,Herschel Little America Backpack - Black (1),accessories,bags,backpack|travel|black,Herschel,128.11,143.03,10,4.7,2164,25,https://picsum.photos/seed/herschel-bags-134/800/1000,3,True,,Navy|Pink
135,Reformation Nikita Dress - Olive (4),women,dresses,sustainable|summer|olive,Reformation,249.69,279.6,11,3.9,11945,43,https://picsum.photos/seed/reformation-dresses-135/800/1000,6,True,XXL|XS|M|XL|L,White|Black
136,Apple Watch SE (2nd Gen) - Purple (1),accessories,watches,smartwatch|fitness|purple,Apple,242.44,316.15,23,4.6,7507,166,https://picsum.photos/seed/apple-watches-136/800/1000,2,True,,White|Olive
137,Athleta Salutation Stash 7/8 Tight - Navy (4),women,activewear,leggings|performance|navy,Athleta,103.14,118.48,13,4.2,11615,219,https://picsum.photos/seed/athleta-activewear-137/800/1000,2,False,M|L|XL|S|XXL,Green|Pink|Navy
138,Fenty Beauty Gloss Bomb - Purple (1),beauty,makeup,lip gloss|shine|purple,Fenty Beauty,20.9,25.87,19,4.0,2354,176,https://picsum.photos/seed/fenty-beauty-makeup-138/800/1000,5,True,,Blue
139,Lululemon ABC Slim-Fit Pant - Pink (1),men,pants,commuter|stretch|pink,Lululemon,127.43,156.17,18,4.2,8255,125,https://picsum.photos/seed/lululemon-pants-139/800/1000,3,False,M|L|S|XL|XS|XXL,Grey|Brown|Red
140,Carhartt WIP Chase Hoodie - Grey (1),men,hoodies,fleece|street|grey,Carhartt WIP,86.66,108.67,20,4.4,10059,329,https://picsum.photos/seed/carhartt-wip-hoodies-140/800/1000,5,False,XXL|L|XS|M|S|XL,Brown
141,Adidas Ultraboost Light - White (4),footwear,running,running|boost|performance|white,Adidas,192.65,219.29,12,4.4,11468,176,https://picsum.photos/seed/adidas-running-141/800/1000,4,False,8|9|6|7|11|10,Purple|Red
142,Levi's Ribcage Straight Ankle - Red (2),women,jeans,denim|high rise|red,Levi's,118.73,146.79,19,4.2,6587,349,https://picsum.photos/seed/levi's-jeans-142/800/1000,3,True,XS|L|XL|XXL,Pink|White|Olive
143,Hoka Clifton 9 - Purple (3),footwear,running,max cushion|running|purple,Hoka,139.72,185.66,25,4.6,2724,143,https://picsum.photos/seed/hoka-running-143/800/1000,3,True,9|11|10|8|12,Green|Beige
144,Kids Nike Team Hustle D 11 - Brown (1),kids,sneakers,kids|basketball|brown,Nike,65.58,84.1,22,4.3,15722,178,https://picsum.photos/seed/nike-sneakers-144/800/1000,6,False,10C|2Y|13C|1Y|11C,Olive
145,Timberland 6-Inch Premium - Grey (1),footwear,boots,boots|waterproof|grey,Timberland,201.64,215.97,7,4.0,1693,157,https://picsum.photos/seed/timberland-boots-145/800/1000,4,True,7|6|9|12|11,Pink|White|Beige
146,Athleta Salutation Stash 7/8 Tight - Beige (2),women,activewear,leggings|performance|beige,Athleta,91.43,120.15,24,4.6,12131,212,https://picsum.photos/seed/athleta-activewear-146/800/1000,2,True,S|M|L|XL|XS|XXL,Beige|Brown|Purple
147,Kiehl's Ultra Facial Cream - Green (1),beauty,moisturizer,moisturizer|hydrating|green,Kiehl's,40.0,49.58,19,4.6,9595,149,https://picsum.photos/seed/kiehl's-moisturizer-147/800/1000,2,True,,Pink
148,Gap Kids Graphic Tee - Brown (3),kids,t-shirts,cotton|graphic|brown,Gap,19.46,20.98,7,4.0,10935,75,https://picsum.photos/seed/gap-t-shirts-148/800/1000,4,True,13C|11C|2Y|3Y|10C,White|Olive
149,Sony WH-1000XM5 - Olive (3),accessories,headphones,anc|wireless|olive,Sony,389.9,490.65,21,4.4,10074,329,https://picsum.photos/seed/sony-headphones-149/800/1000,3,False,,Brown
150,The Ordinary Niacinamide 10% + Zinc 1% - Green (2),beauty,serum,niacinamide|oil control|green,The Ordinary,11.4,13.58,16,3.9,875,18,https://picsum.photos/seed/the-ordinary-serum-150/800/1000,3,False,,Black|White|Grey
151,Dr. Martens 1460 Smooth - Blue (4),footwear,boots,boots|leather|blue,Dr. Martens,153.52,169.57,9,4.0,16927,68,https://picsum.photos/seed/dr.-martens-boots-151/800/1000,5,True,8|6|9|11|10|7,Beige
152,Kiehl's Ultra Facial Cream - Purple (1),beauty,moisturizer,moisturizer|hydrating|purple,Kiehl's,42.72,46.97,9,4.3,849,412,https://picsum.photos/seed/kiehl's-moisturizer-152/800/1000,3,True,,Purple|Red
153,Sony WH-1000XM5 - Green (2),accessories,headphones,anc|wireless|green,Sony,375.55,415.65,10,5.0,6929,65,https://picsum.photos/seed/sony-headphones-153/800/1000,2,True,,Blue|Red
154,Carhartt WIP Chase Hoodie - Grey (2),men,hoodies,fleece|street|grey,Carhartt WIP,85.6,100.42,15,3.9,15450,98,https://picsum.photos/seed/carhartt-wip-hoodies-154/800/1000,6,False,S|M|L|XL,Blue|Olive|Green
155,Ray-Ban Wayfarer Classic - Purple (4),accessories,sunglasses,acetate|uv|purple,Ray-Ban,174.95,187.87,7,4.7,15590,354,https://picsum.photos/seed/ray-ban-sunglasses-155/800/1000,3,False,,Purple|Brown|Green
156,Casio G-Shock DW5600 - Purple (4),accessories,watches,shock resistant|digital|purple,Casio,97.77,115.32,15,4.7,3191,160,https://picsum.photos/seed/casio-watches-156/800/1000,2,True,,Pink|Green
157,Birkenstock Arizona EVA - Olive (1),footwear,sandals,sandals|summer|olive,Birkenstock,53.31,56.38,5,4.2,1597,353,https://picsum.photos/seed/birkenstock-sandals-157/800/1000,3,False,12|9|11|7|10,Green|Navy
158,Sony WH-1000XM5 - Navy (2),accessories,headphones,anc|wireless|navy,Sony,382.22,458.4,17,4.7,5062,319,https://picsum.photos/seed/sony-headphones-158/800/1000,3,True,,Red
159,CeraVe Hydrating Facial Cleanser - Green (4),beauty,skincare,cleanser|ceramides|green,CeraVe,17.55,22.83,23,4.3,7322,136,https://picsum.photos/seed/cerave-skincare-159/800/1000,2,True,,Green
160,Tumi Alpha 3 Expandable Brief - Pink (4),accessories,bags,brief|travel|pink,Tumi,547.64,663.47,17,4.3,16655,382,https://picsum.photos/seed/tumi-bags-160/800/1000,4,True,,Beige|Purple|Brown
161,Patagonia Better Sweater Fleece - Blue (3),women,sweaters,fleece|outdoor|blue,Patagonia,143.04,173.14,17,4.1,9704,364,https://picsum.photos/seed/patagonia-sweaters-161/800/1000,3,True,XXL|XS|S|XL,Pink|Grey|Black
162,Skip Hop Diaper Backpack - Pink (2),kids,bags,parents|diaper|pink,Skip Hop,68.71,81.87,16,4.0,14092,426,https://picsum.photos/seed/skip-hop-bags-162/800/1000,5,False,13C|11C|10C|2Y|1Y,Black
163,Nike Air Force 1 '07 - Blue (3),footwear,sneakers,sneakers|leather|heritage|blue,Nike,107.89,114.54,6,4.1,1334,271,https://picsum.photos/seed/nike-sneakers-163/800/1000,5,True,12|6|10|9,Purple
164,Arc'teryx Atom LT Hoody - White (3),men,jackets,insulated|outdoor|white,Arc'teryx,319.52,363.14,12,4.1,14567,324,https://picsum.photos/seed/arc'teryx-jackets-164/800/1000,3,True,XS|S|L|XL|M|XXL,Black
165,Apple Watch SE (2nd Gen) - Grey (4),accessories,watches,smartwatch|fitness|grey,Apple,276.98,295.77,6,3.9,10626,450,https://picsum.photos/seed/apple-watches-165/800/1000,6,True,,Black|Green|Beige
166,Herschel Little America Backpack - Navy (4),accessories,bags,backpack|travel|navy,Herschel,135.8,152.09,11,4.9,16193,95,https://picsum.photos/seed/herschel-bags-166/800/1000,6,True,,Beige
167,Everlane Organic Cotton Box-Cut Tee - Blue (1),women,tops,basics|cotton|blue,Everlane,27.96,29.99,7,4.7,1588,344,https://picsum.photos/seed/everlane-tops-167/800/1000,6,True,L|M|XS|S|XL,Red|White
168,Dyson Supersonic Hair Dryer - Beige (4),beauty,haircare,hair dryer|premium|beige,Dyson,425.45,466.47,9,4.3,2311,294,https://picsum.photos/seed/dyson-haircare-168/800/1000,5,True,,Black
169,New Balance 990v6 - Pink (3),footwear,running,running|made in usa|suede|pink,New Balance,189.01,241.03,22,5.0,10131,127,https://picsum.photos/seed/new-balance-running-169/800/1000,6,True,10|8|7,Blue
170,Nike Dri-FIT Challenger Shorts - Purple (3),men,shorts,running|lightweight|purple,Nike,43.02,54.63,21,3.9,1133,236,https://picsum.photos/seed/nike-shorts-170/800/1000,5,False,XL|XXL|XS,Green
171,Sephora Collection Cream Lip Stain - Purple (3),beauty,makeup,lip|matte|purple,Sephora Collection,14.88,17.4,14,4.8,14260,415,https://picsum.photos/seed/sephora-collection-makeup-171/800/1000,4,True,,Brown|Red|Blue
172,Bose QuietComfort Ultra - Blue (4),accessories,headphones,anc|comfort|blue,Bose,475.9,522.48,9,3.9,12281,410,https://picsum.photos/seed/bose-headphones-172/800/1000,4,True,,Blue
173,Dr. Martens 1460 Smooth - Red (3),footwear,boots,boots|leather|red,Dr. Martens,156.55,165.64,5,3.8,11208,407,https://picsum.photos/seed/dr.-martens-boots-173/800/1000,6,False,6|8|7|11|10,White
174,Herschel Little America Backpack - Olive (3),accessories,bags,backpack|travel|olive,Herschel,128.82,145.29,11,4.5,9662,2,https://picsum.photos/seed/herschel-bags-174/800/1000,5,True,,Black|Red|White
175,Rains Long Jacket - Navy (2),men,jackets,rain|lightweight|navy,Rains,127.18,144.5,12,4.9,860,429,https://picsum.photos/seed/rains-jackets-175/800/1000,5,True,S|XS|M,Green|Brown|Navy
176,New Balance 990v6 - Olive (1),footwear,running,running|made in usa|suede|olive,New Balance,187.68,203.32,8,4.3,12816,43,https://picsum.photos/seed/new-balance-running-176/800/1000,4,False,9|12|10,White|Green|Pink
177,Kiehl's Ultra Facial Cream - Pink (1),beauty,moisturizer,moisturizer|hydrating|pink,Kiehl's,40.15,47.85,16,4.1,1279,54,https://picsum.photos/seed/kiehl's-moisturizer-177/800/1000,3,True,,Green|Black
178,Birkenstock Arizona EVA - Blue (3),footwear,sandals,sandals|summer|blue,Birkenstock,49.43,53.76,8,4.5,7151,22,https://picsum.photos/seed/birkenstock-sandals-178/800/1000,3,False,8|9|6|7|10|11,Brown|Beige
179,Oakley Holbrook Prizm - Olive (2),accessories,sunglasses,prizm|sport|olive,Oakley,155.9,186.5,16,4.9,654,50,https://picsum.photos/seed/oakley-sunglasses-179/800/1000,6,False,,Purple
180,Lululemon ABC Slim-Fit Pant - Grey (2),men,pants,commuter|stretch|grey,Lululemon,134.34,174.22,23,4.6,17633,170,https://picsum.photos/seed/lululemon-pants-180/800/1000,6,True,XXL|M|L|XS,White|Grey|Beige
181,LEGO Classic Bricks and Wheels - Navy (4),kids,toys,lego|creative|navy,LEGO,29.6,39.27,25,4.9,15181,76,https://picsum.photos/seed/lego-toys-181/800/1000,2,False,2Y|11C|3Y,Purple
182,Kindle Paperwhite 11th Gen - Grey (2),accessories,ereader,ereader|waterproof|grey,Amazon,147.33,194.03,24,4.2,6845,380,https://picsum.photos/seed/amazon-ereader-182/800/1000,6,True,,Black
183,COS Relaxed Linen Shirt - Blue (4),men,shirts,linen|summer|blue,COS,80.87,101.56,20,4.0,2656,94,https://picsum.photos/seed/cos-shirts-183/800/1000,2,True,XXL|S|L|XL,Red
184,Aritzia Super Puff - Olive (2),women,jackets,puffer|winter|olive,Aritzia,226.26,239.36,5,4.0,4017,431,https://picsum.photos/seed/aritzia-jackets-184/800/1000,6,True,XL|L|XS|S|M,Grey|Red|Black
185,LEGO Classic Bricks and Wheels - Brown (4),kids,toys,lego|creative|brown,LEGO,32.81,35.03,6,4.5,6890,50,https://picsum.photos/seed/lego-toys-185/800/1000,6,True,12C|3Y,Navy|Red|Grey
186,CeraVe Hydrating Facial Cleanser - Red (2),beauty,skincare,cleanser|ceramides|red,CeraVe,17.05,18.52,8,4.4,9750,102,https://picsum.photos/seed/cerave-skincare-186/800/1000,2,False,,Beige|Navy
187,Patagonia Better Sweater Fleece - Red (3),women,sweaters,fleece|outdoor|red,Patagonia,153.68,169.72,9,4.3,12410,103,https://picsum.photos/seed/patagonia-sweaters-187/800/1000,6,True,XL|XXL|M|S|L,Navy|Green|White
188,Carhartt WIP Chase Hoodie - Pink (2),men,hoodies,fleece|street|pink,Carhartt WIP,89.85,98.82,9,4.3,5806,15,https://picsum.photos/seed/carhartt-wip-hoodies-188/800/1000,3,True,S|M|L,Purple|Blue
189,Anker 737 Power Bank - Black (1),accessories,gadgets,power bank|usb-c|black,Anker,147.36,186.54,21,4.9,254,112,https://picsum.photos/seed/anker-gadgets-189/800/1000,5,True,,Pink
190,COS Relaxed Linen Shirt - Green (3),men,shirts,linen|summer|green,COS,101.33,128.0,21,4.5,17461,464,https://picsum.photos/seed/cos-shirts-190/800/1000,5,False,M|S|XS|XL|L,Pink|White
191,Patagonia Better Sweater Fleece - Navy (4),women,sweaters,fleece|outdoor|navy,Patagonia,138.38,148.05,7,5.0,15190,417,https://picsum.photos/seed/patagonia-sweaters-191/800/1000,3,True,XXL|M|XL|XS|L|S,Pink|Beige|Grey
192,Levi's Ribcage Straight Ankle - Navy (3),women,jeans,denim|high rise|navy,Levi's,111.58,130.19,14,4.4,1219,319,https://picsum.photos/seed/levi's-jeans-192/800/1000,4,False,L|M|XL,Green|Black|Olive
193,Herschel Little America Backpack - Grey (1),accessories,bags,backpack|travel|grey,Herschel,126.85,162.56,22,4.9,8021,249,https://picsum.photos/seed/herschel-bags-193/800/1000,4,True,,Navy|Beige
194,Aritzia Super Puff - Beige (2),women,jackets,puffer|winter|beige,Aritzia,267.08,292.58,9,4.6,15750,187,https://picsum.photos/seed/aritzia-jackets-194/800/1000,3,True,XXL|S|M,Olive|Grey
195,Tumi Alpha 3 Expandable Brief - Navy (3),accessories,bags,brief|travel|navy,Tumi,473.02,623.08,24,4.8,11643,412,https://picsum.photos/seed/tumi-bags-195/800/1000,3,True,,Green|Red|White
196,Vuori Halo Performance Hoodie - Green (1),women,hoodies,athleisure|soft|green,Vuori,97.76,124.31,21,4.4,8972,68,https://picsum.photos/seed/vuori-hoodies-196/800/1000,5,True,L|XL|XS|S,Grey|Red|Black
197,Converse Chuck 70 High - White (2),footwear,sneakers,canvas|lifestyle|white,Converse,92.67,116.54,20,4.7,2592,126,https://picsum.photos/seed/converse-sneakers-197/800/1000,4,True,9|8|10|12|11,Brown|Blue|Grey
198,Kids Nike Team Hustle D 11 - Pink (3),kids,sneakers,kids|basketball|pink,Nike,63.95,83.49,23,4.4,14019,451,https://picsum.photos/seed/nike-sneakers-198/800/1000,3,True,11C|2Y|3Y|13C|1Y|10C|12C,Red
199,The Ordinary Niacinamide 10% + Zinc 1% - Brown (3),beauty,serum,niacinamide|oil control|brown,The Ordinary,13.68,18.35,25,4.1,5903,404,https://picsum.photos/seed/the-ordinary-serum-199/800/1000,5,True,,Navy|Red|Green
200,Sephora Collection Cream Lip Stain - Navy (1),beauty,makeup,lip|matte|navy,Sephora Collection,16.65,19.84,16,4.3,13891,234,https://picsum.photos/seed/sephora-collection-makeup-200/800/1000,5,True,,Navy|Blue|Purple
201,Bellroy Slim Sleeve Wallet - Brown (3),accessories,wallets,leather|rfid|brown,Bellroy,80.6,99.04,19,4.7,13923,214,https://picsum.photos/seed/bellroy-wallets-201/800/1000,3,False,,Navy
202,Oakley Holbrook Prizm - Black (2),accessories,sunglasses,prizm|sport|black,Oakley,150.24,165.17,9,4.7,10694,7,https://picsum.photos/seed/oakley-sunglasses-202/800/1000,6,False,,Olive
203,Apple Watch SE (2nd Gen) - Pink (3),accessories,watches,smartwatch|fitness|pink,Apple,283.33,343.35,17,3.9,9646,390,https://picsum.photos/seed/apple-watches-203/800/1000,3,True,,Green|Navy
204,La Roche-Posay Anthelios SPF 60 - Pink (4),beauty,skincare,sunscreen|spf|pink,La Roche-Posay,34.27,42.61,20,4.9,14925,365,https://picsum.photos/seed/la-roche-posay-skincare-204/800/1000,5,True,,Navy
205,Carhartt WIP Chase Hoodie - Olive (3),men,hoodies,fleece|street|olive,Carhartt WIP,101.96,116.55,13,4.1,15693,62,https://picsum.photos/seed/carhartt-wip-hoodies-205/800/1000,2,True,L|S|XS|XL|XXL|M,Navy|Red|Blue
206,Lululemon ABC Slim-Fit Pant - Blue (2),men,pants,commuter|stretch|blue,Lululemon,120.08,126.49,5,4.3,5404,4,https://picsum.photos/seed/lululemon-pants-206/800/1000,3,True,XL|XS|S|M|L|XXL,Red|White
207,Gap Kids Graphic Tee - Green (1),kids,t-shirts,cotton|graphic|green,Gap,18.17,20.88,13,4.5,6559,39,https://picsum.photos/seed/gap-t-shirts-207/800/1000,4,True,11C|1Y|13C|3Y|12C,Grey
208,Sony WH-1000XM5 - White (4),accessories,headphones,anc|wireless|white,Sony,400.56,434.3,8,3.9,15600,382,https://picsum.photos/seed/sony-headphones-208/800/1000,2,True,,Green
209,Carhartt WIP Chase Hoodie - Beige (2),men,hoodies,fleece|street|beige,Carhartt WIP,87.49,116.4,25,4.9,3787,207,https://picsum.photos/seed/carhartt-wip-hoodies-209/800/1000,5,False,XXL|M|XL|S,Olive|Navy
210,Bellroy Slim Sleeve Wallet - Pink (2),accessories,wallets,leather|rfid|pink,Bellroy,88.96,117.72,24,4.3,4411,362,https://picsum.photos/seed/bellroy-wallets-210/800/1000,2,True,,Blue|Brown
211,Levi's 501 Original Fit Jeans - Blue (3),men,jeans,denim|heritage|blue,Levi's,100.94,119.03,15,3.9,4362,410,https://picsum.photos/seed/levi's-jeans-211/800/1000,5,False,M|XXL|XS|L,Blue
212,Sony WH-1000XM5 - Black (1),accessories,headphones,anc|wireless|black,Sony,362.43,452.18,20,3.9,3101,354,https://picsum.photos/seed/sony-headphones-212/800/1000,6,True,,Red|White
213,Arc'teryx Atom LT Hoody - Blue (3),men,jackets,insulated|outdoor|blue,Arc'teryx,258.29,290.6,11,5.0,2738,363,https://picsum.photos/seed/arc'teryx-jackets-213/800/1000,5,True,XL|XS|S,Beige|Red|Olive
214,Dr. Martens 1460 Smooth - Beige (4),footwear,boots,boots|leather|beige,Dr. Martens,162.35,199.14,18,4.6,15846,262,https://picsum.photos/seed/dr.-martens-boots-214/800/1000,4,False,10|6|9|12|8|7|11,Navy|White
215,COS Relaxed Linen Shirt - Red (4),men,shirts,linen|summer|red,COS,98.57,126.07,22,3.9,7296,337,https://picsum.photos/seed/cos-shirts-215/800/1000,4,True,XXL|M|L|XS|S,Pink
216,Bellroy Slim Sleeve Wallet - Black (2),accessories,wallets,leather|rfid|black,Bellroy,77.79,97.97,21,4.0,7542,148,https://picsum.photos/seed/bellroy-wallets-216/800/1000,4,False,,White|Navy|Grey
217,Dr. Martens 1460 Smooth - Beige (2),footwear,boots,boots|leather|beige,Dr. Martens,159.63,200.61,20,5.0,3969,384,https://picsum.photos/seed/dr.-martens-boots-217/800/1000,5,False,8|12|10|6|11,Navy
218,CeraVe Hydrating Facial Cleanser - Olive (3),beauty,skincare,cleanser|ceramides|olive,CeraVe,15.09,15.94,5,4.4,9724,144,https://picsum.photos/seed/cerave-skincare-218/800/1000,6,True,,Navy
219,LEGO Classic Bricks and Wheels - Navy (3),kids,toys,lego|creative|navy,LEGO,27.84,34.53,19,5.0,1913,476,https://picsum.photos/seed/lego-toys-219/800/1000,6,True,13C|10C,White
220,New Balance 990v6 - Navy (2),footwear,running,running|made in usa|suede|navy,New Balance,224.59,256.16,12,4.0,808,411,https://picsum.photos/seed/new-balance-running-220/800/1000,3,True,6|12|11|10,Green|Brown
221,Arc'teryx Atom LT Hoody - Pink (4),men,jackets,insulated|outdoor|pink,Arc'teryx,261.34,292.86,11,4.7,4623,54,https://picsum.photos/seed/arc'teryx-jackets-221/800/1000,6,True,S|M|XL|XXL,Green
222,Allbirds Wool Runner - Navy (4),footwear,sneakers,merino|sustainable|navy,Allbirds,114.06,136.71,17,4.7,4124,276,https://picsum.photos/seed/allbirds-sneakers-222/800/1000,5,True,8|10|7|11|6|9,Pink|Black
223,Vuori Halo Performance Hoodie - Pink (4),women,hoodies,athleisure|soft|pink,Vuori,101.97,110.25,8,4.3,1681,494,https://picsum.photos/seed/vuori-hoodies-223/800/1000,3,True,S|XXL|L|M,Brown|Navy|Blue
224,Herschel Little America Backpack - Purple (1),accessories,bags,backpack|travel|purple,Herschel,118.59,127.83,7,4.0,6115,326,https://picsum.photos/seed/herschel-bags-224/800/1000,3,True,,Red|Pink
225,COS Relaxed Linen Shirt - Black (3),men,shirts,linen|summer|black,COS,89.58,101.75,12,4.1,10102,259,https://picsum.photos/seed/cos-shirts-225/800/1000,6,False,XS|XL|XXL|L,Black|Beige
226,Bose QuietComfort Ultra - Blue (4),accessories,headphones,anc|comfort|blue,Bose,438.12,467.67,6,4.4,3998,383,https://picsum.photos/seed/bose-headphones-226/800/1000,4,True,,Olive|Black
227,Garmin Forerunner 265 - Grey (4),accessories,watches,gps|running|grey,Garmin,420.5,527.66,20,4.3,6476,247,https://picsum.photos/seed/garmin-watches-227/800/1000,5,True,,Pink|Beige
